6 3 9 5 88.6 69.7 706.8 5.8 20.6 37 1.8 0 0
6 3 9 7 91.7 75.6 718.3 7.8 17.7 39 3.6 0 0
6 3 9 1 91.8 78.5 724.3 9.2 21.2 32 2.7 0 0
6 3 9 2 90.3 80.7 730.2 6.3 18.2 62 4.5 0 0
6 3 10 2 90.6 35.4 669.1 6.7 21.7 24 4.5 0 0
7 4 10 5 90 41.5 682.6 8.7 11.3 60 5.4 0 0
7 3 10 6 90.6 43.7 686.9 6.7 17.8 27 4 0 0
4 4 3 2 88.1 25.7 67.6 3.8 14.1 43 2.7 0 0
4 4 7 2 79.5 60.6 366.7 1.5 23.3 37 3.1 0 0
4 4 8 6 90.2 96.9 624.2 8.9 18.4 42 6.7 0 0
4 4 8 2 94.8 108.3 647.1 17 16.6 54 5.4 0 0
4 4 9 6 92.5 88 698.6 7.1 19.6 48 2.7 0 0
4 4 9 3 90.1 82.9 735.7 6.2 12.9 74 4.9 0 0
5 6 9 3 94.3 85.1 692.3 15.9 25.9 24 4 0 0
5 6 9 1 90.9 126.5 686.5 7 14.7 70 3.6 0 0
6 6 7 1 94.2 62.3 442.9 11 23 36 3.1 0 0
4 4 3 1 87.2 23.9 64.7 4.1 11.8 35 1.8 0 0
4 4 3 1 87.6 52.2 103.8 5 11 46 5.8 0 0
4 4 9 4 92.9 137 706.4 9.2 20.8 17 1.3 0 0
4 3 8 7 90.2 99.6 631.2 6.3 21.5 34 2.2 0 0
4 3 8 3 92.1 111.2 654.1 9.6 20.4 42 4.9 0 0
4 3 8 3 92.1 111.2 654.1 9.6 20.4 42 4.9 0 0
4 3 8 4 91.7 114.3 661.3 6.3 17.6 45 3.6 0 0
4 3 9 4 92.9 137 706.4 9.2 27.7 24 2.2 0 0
4 3 9 2 90.3 80.7 730.2 6.3 17.8 63 4.9 0 0
4 3 10 7 92.6 46.5 691.8 8.8 13.8 50 2.7 0 0
2 2 2 1 84 9.3 34 2.1 13.9 40 5.4 0 0
2 2 2 5 86.6 13.2 43 5.3 12.3 51 0.9 0 0
2 2 3 7 89.3 51.3 102.2 9.6 11.5 39 5.8 0 0
2 2 3 7 89.3 51.3 102.2 9.6 5.5 59 6.3 0 0
2 2 8 4 93 75.3 466.6 7.7 18.8 35 4.9 0 0
2 2 8 7 90.2 99.6 631.2 6.3 20.8 33 2.7 0 0
2 2 8 1 91.1 103.2 638.8 5.8 23.1 31 3.1 0 0
2 2 8 4 91.7 114.3 661.3 6.3 18.6 44 4.5 0 0
2 2 9 5 92.4 117.9 668 12.2 23 37 4.5 0 0
2 2 9 5 92.4 117.9 668 12.2 19.6 33 5.4 0 0
2 2 9 5 92.4 117.9 668 12.2 19.6 33 6.3 0 0
4 5 3 5 91.7 33.3 77.5 9 17.2 26 4.5 0 0
4 5 3 5 91.2 48.3 97.8 12.5 15.8 27 7.6 0 0
4 5 9 5 94.3 85.1 692.3 15.9 17.7 37 3.6 0 0
5 4 3 5 91.7 33.3 77.5 9 15.6 25 6.3 0 0
5 4 8 2 88.8 147.3 614.5 9 17.3 43 4.5 0 0
5 4 9 5 93.3 141.2 713.9 13.9 27.6 30 1.3 0 0
9 9 2 4 84.2 6.8 26.6 7.7 6.7 79 3.1 0 0
9 9 2 5 86.6 13.2 43 5.3 15.7 43 3.1 0 0
1 3 3 1 87.6 52.2 103.8 5 8.3 72 3.1 0 0
1 2 8 5 90.1 108 529.8 12.5 14.7 66 2.7 0 0
1 2 8 2 91 121.2 561.6 7 21.6 19 6.7 0 0
1 2 8 7 91.4 142.4 601.4 10.6 19.5 39 6.3 0 0
1 2 8 7 90.2 99.6 631.2 6.3 17.9 44 2.2 0 0
1 2 8 2 94.8 108.3 647.1 17 18.6 51 4.5 0 0
1 2 8 3 92.1 111.2 654.1 9.6 16.6 47 0.9 0 0
1 2 8 4 91.7 114.3 661.3 6.3 20.2 45 3.6 0 0
1 2 9 4 92.9 137 706.4 9.2 21.5 15 0.9 0 0
1 2 9 4 92.9 137 706.4 9.2 25.4 27 2.2 0 0
1 2 9 4 92.9 137 706.4 9.2 22.4 34 2.2 0 0
1 2 9 7 93.5 149.3 728.6 8.1 25.3 36 3.6 0 0
6 5 3 6 91.7 35.8 80.8 7.8 17.4 25 4.9 0 0
6 5 8 6 90.2 96.9 624.2 8.9 14.7 59 5.8 0 0
8 6 3 5 91.7 35.8 80.8 7.8 17.4 24 5.4 0 0
8 6 8 7 92.3 85.3 488 14.7 20.8 32 6.3 0 0
8 6 8 7 91.4 142.4 601.4 10.6 18.2 43 4.9 0 0
8 6 8 1 91.1 103.2 638.8 5.8 23.4 22 2.7 0 0
4 4 9 7 89.7 90 704.4 4.8 17.8 64 1.3 0 0
3 4 2 6 83.9 8 30.2 2.6 12.7 48 1.8 0 0
3 4 3 6 69 2.4 15.5 0.7 17.4 24 5.4 0 0
3 4 8 7 91.4 142.4 601.4 10.6 11.6 87 4.5 0 0
3 4 8 7 91.4 142.4 601.4 10.6 19.8 39 5.4 0 0
3 4 8 7 91.4 142.4 601.4 10.6 19.8 39 5.4 0 0
3 4 8 2 88.8 147.3 614.5 9 14.4 66 5.4 0 0
2 4 8 2 94.8 108.3 647.1 17 20.1 40 4 0 0
2 4 9 6 92.5 121.1 674.4 8.6 24.1 29 4.5 0 0
2 4 1 6 82.1 3.7 9.3 2.9 5.3 78 3.1 0 0
4 5 3 5 85.9 19.5 57.3 2.8 12.7 52 6.3 0 0
4 5 3 4 91.4 30.7 74.3 7.5 18.2 29 3.1 0 0
4 5 8 7 90.2 99.6 631.2 6.3 21.4 33 3.1 0 0
4 5 9 6 92.5 88 698.6 7.1 20.3 45 3.1 0 0
4 5 9 1 88.6 91.8 709.9 7.1 17.4 56 5.4 0 0
4 4 3 5 85.9 19.5 57.3 2.8 13.7 43 5.8 0 0
3 4 3 5 91.7 33.3 77.5 9 18.8 18 4.5 0 0
3 4 9 7 89.7 90 704.4 4.8 22.8 39 3.6 0 0
3 4 9 1 91.8 78.5 724.3 9.2 18.9 35 2.7 0 0
3 4 3 2 88.1 25.7 67.6 3.8 15.8 27 7.6 0 0
3 5 3 2 88.1 25.7 67.6 3.8 15.5 27 6.3 0 0
3 4 3 6 91.7 35.8 80.8 7.8 11.6 30 6.3 0 0
3 4 3 6 91.7 35.8 80.8 7.8 15.2 27 4.9 0 0
3 4 3 1 90.1 39.7 86.6 6.2 10.6 30 4 0 0
3 4 8 4 93 75.3 466.6 7.7 19.6 36 3.1 0 0
