9.579 5.62 Class1
9.618 5.48 Class1
9.989 5.39 Class1
9.764 5.17 Class1
9.809 5.14 Class1
9.667 5.72 Class1
9.756 5.77 Class1
9.306 5.25 Class1
9.137 5.16 Class1
9.085 5.7 Class1
9.763 5.06 Class1
9.932 5.18 Class1
9.291 5.48 Class1
9.674 5.19 Class1
9.324 5.15 Class1
9.157 5.16 Class1
9.715 5.44 Class1
9.013 5.16 Class1
9.71 5.4 Class1
9.814 5.1 Class1
9.59 5.8 Class1
9.573 5.15 Class1
9.575 5.65 Class1
9.959 5.45 Class1
9.866 5.41 Class1
9.849 5.08 Class1
9.628 5.4 Class1
9.013 5.51 Class1
9.695 5.43 Class1
9.195 5.5 Class1
9.722 5.57 Class1
9.851 5.65 Class1
9.984 5.49 Class1
9.01 5.31 Class1
9.765 5.14 Class1
9.544 5.73 Class1
9.345 5.97 Class1
9.113 5.95 Class1
9.487 5.78 Class1
9.605 5.63 Class1
9.529 5.21 Class1
9.326 5.9 Class1
9.303 5.07 Class1
9.541 5.31 Class1
9.431 5.49 Class1
9.469 5.27 Class1
9.206 5.31 Class1
9.387 5.01 Class1
9.956 5.91 Class1
9.167 5.07 Class1
9.646 5.64 Class1
9.693 5.72 Class1
9.871 5.11 Class1
9.735 5.65 Class1
9.29 5.05 Class1
9.03 5.91 Class1
9.832 5.56 Class1
9.971 5.5 Class1
9.244 5.94 Class1
9.352 5.9 Class1
9.955 5.69 Class1
9.88 5.27 Class1
9.672 5.27 Class1
9.528 5.03 Class1
9.588 5.09 Class1
9.999 5.57 Class1
9.612 5.52 Class1
9.988 5.88 Class1
9.52 5.6 Class1
9.036 5.18 Class1
9.341 5.88 Class1
9.021 5.37 Class1
9.464 5.55 Class1
9.44 5.64 Class1
9.342 5.87 Class1
9.774 5.01 Class1
9.565 5.26 Class1
9.122 5.94 Class1
9.767 5.42 Class1
9.052 5.59 Class1
9.585 5.7 Class1
9.063 5.19 Class1
9.058 5.45 Class1
9.302 5.3 Class1
9.571 5.09 Class1
9.987 5.64 Class1
9.905 5.16 Class1
9.565 5.06 Class1
9.677 5.5 Class1
9.805 5.11 Class1
9.832 5.88 Class1
9.688 5.7 Class1
9.32 5.98 Class1
9.005 5.35 Class1
9.404 5.04 Class1
9.113 5.09 Class1
9.55 5.43 Class1
9.604 5.63 Class1
9.825 5.82 Class1
9.315 5 Class1
9.251 5.13 Class1
9.075 5.25 Class1
9.892 5.13 Class1
9.108 5.4 Class1
9.694 5.05 Class1
9.27 5.26 Class1
9.617 5.93 Class1
9.767 5.7 Class1
9.015 5.35 Class1
9.874 5.07 Class1
9.454 5.95 Class1
9.901 5.53 Class1
9.976 5.89 Class1
9.092 5.46 Class1
9.557 5.92 Class1
9.241 5.85 Class1
9.191 5.8 Class1
9.866 5.69 Class1
9.806 5.43 Class1
9.817 5.18 Class1
9.876 5.6 Class1
9.657 5.34 Class1
9.77 5.85 Class1
9.479 5.61 Class1
9.669 5.9 Class1
9.622 5.47 Class1
9.951 5.24 Class1
9.55 5.3 Class1
9.233 5.54 Class1
9.275 5 Class1
9.039 5.63 Class1
9.845 5.76 Class1
9.814 5.41 Class1
9.069 5.81 Class1
9.067 5.06 Class1
9.896 5.57 Class1
9.537 5.68 Class1
9.196 5.85 Class1
9.292 5.55 Class1
9.76 5.12 Class1
9.41 5.47 Class1
9.798 5.65 Class1
9.305 5.77 Class1
9.9 5.94 Class1
9.249 5.56 Class1
9.463 5.26 Class1
9.159 5.81 Class1
9.149 5.23 Class1
9.757 5.89 Class1
9.533 5.35 Class1
9.783 5.66 Class1
9.547 5.59 Class1
9.005 5.04 Class1
9.933 5.26 Class1
9.046 5.69 Class1
9.008 5.68 Class1
9.783 5.15 Class1
9.591 5.56 Class1
9.84 5.18 Class1
9.462 5.04 Class1
9.518 5.12 Class1
9.567 5.5 Class1
9.606 5.63 Class1
9.42 5.72 Class1
9.535 5.95 Class1
9.094 5.4 Class1
9.02 5.4 Class1
9.34 5.74 Class1
9.929 5.19 Class1
9.649 5.26 Class1
9.837 5.63 Class1
9.902 5.55 Class1
9.556 5.78 Class1
9.479 5 Class1
9.223 5.58 Class1
9.396 5.56 Class1
9.428 5.48 Class1
9.832 5.66 Class1
9.095 5.04 Class1
9.993 5.37 Class1
9.622 5.21 Class1
9.73 5.08 Class1
9.604 5.6 Class1
9.659 5.37 Class1
9.811 5.84 Class1
9.633 5.64 Class1
1.539 0.2 Class2
1.206 0.88 Class2
1.217 0.02 Class2
1.945 0.82 Class2
1.154 0.41 Class2
1.497 0.94 Class2
1.562 0.53 Class2
1.973 0.53 Class2
1.577 0.68 Class2
1.653 0.88 Class2
1.205 0.28 Class2
1.639 0.62 Class2
1.903 0.81 Class2
1.947 0.95 Class2
1.123 0.11 Class2
1.196 0.38 Class2
1.954 0.75 Class2
1.027 0.23 Class2
1.282 0.94 Class2
1.444 0.08 Class2
1.099 0.17 Class2
1.217 0.21 Class2
1.714 0.78 Class2
1.524 0.08 Class2
1.633 0.13 Class2
1.796 0.14 Class2
1.19 0.75 Class2
1.436 0.26 Class2
1.559 0.58 Class2
1.98 0.4 Class2
1.069 0.99 Class2
1.698 0.05 Class2
1.216 0.12 Class2
1.993 0.8 Class2
1.499 0.74 Class2
1.249 0.63 Class2
1.233 0.57 Class2
1.783 0.04 Class2
1.06 0.43 Class2
1.911 0.12 Class2
1.291 0.87 Class2
1.317 0.99 Class2
1.309 0.07 Class2
1.19 0.21 Class2
1.317 0.76 Class2
1.668 0.7 Class2
1.966 0.05 Class2
1.009 0.11 Class2
1.472 0.17 Class2
1.993 0.6 Class2
1.788 0.71 Class2
1.577 0.88 Class2
1.879 0.17 Class2
1.899 0.61 Class2
1.965 0.4 Class2
1.2 0.13 Class2
1.67 0.86 Class2
1.111 0.2 Class2
1.678 0.7 Class2
1.739 0.16 Class2
1.926 0.79 Class2
1.49 0.73 Class2
1.076 0.55 Class2
1.662 0.19 Class2
1.564 0.68 Class2
1.561 0.89 Class2
1.435 0.32 Class2
1.332 0.57 Class2
1.292 0.43 Class2
1.115 0.15 Class2
1.162 0.57 Class2
1.238 0.91 Class2
1.565 0.54 Class2
1.029 0.11 Class2
1.931 0.81 Class2
1.426 0.77 Class2
1.428 0.84 Class2
1.669 0.99 Class2
1.226 0.84 Class2
1.811 0.33 Class2
1.503 0.71 Class2
1.051 0.29 Class2
1.842 0.31 Class2
1.694 0.36 Class2
1.527 0.54 Class2
1.907 0.25 Class2
1.588 0.6 Class2
1.991 0.35 Class2
1.551 0.58 Class2
1.167 0.54 Class2
1.519 0.56 Class2
1.259 0.75 Class2
1.252 0.79 Class2
1.464 0.6 Class2
1.644 0.34 Class2
1.347 0.45 Class2
1.617 0.78 Class2
1.639 0.45 Class2
1.522 0.95 Class2
1.072 0.26 Class2
1.844 0.67 Class2
1.579 0.4 Class2
1.903 0.18 Class2
1.179 0.83 Class2
1.848 0.32 Class2
1.447 0.65 Class2
1.677 0.28 Class2
1.811 0.94 Class2
1.448 0.3 Class2
1.033 0.05 Class2
1.843 0.1 Class2
1.712 0.2 Class2
1.189 0.46 Class2
1.631 0.8 Class2
1.957 0.54 Class2
1.829 0.6 Class2
1.503 0.91 Class2
1.693 0.84 Class2
1.976 0.86 Class2
1.85 0.08 Class2
1.613 0.63 Class2
1.747 0.33 Class2
1.885 0.69 Class2
1.769 0.35 Class2
1.972 0.69 Class2
1.005 0.23 Class2
1.919 0.03 Class2
1.413 0.74 Class2
1.96 0.39 Class2
1.205 0.44 Class2
1.546 0.38 Class2
1.873 0.31 Class2
1.487 0.85 Class2
1.147 0.76 Class2
1.58 0.96 Class2
1.971 0.58 Class2
1.446 0.95 Class2
1.436 0.21 Class2
1.35 0.39 Class2
1.307 0.49 Class2
1.69 0.29 Class2
1.832 0.27 Class2
1.531 0.6 Class2
1.679 0.48 Class2
1.496 0.94 Class2
1.885 0.59 Class2
1.659 0.41 Class2
1.529 0.24 Class2
1.759 0.44 Class2
1.839 0.04 Class2
1.549 0.01 Class2
1.763 0.01 Class2
1.72 0.42 Class2
1.778 0.96 Class2
1.586 0.21 Class2
1.395 0.57 Class2
1.078 0.71 Class2
1.752 0.26 Class2
1.542 0.61 Class2
1.779 0.88 Class2
1.169 0.67 Class2
1.27 0.63 Class2
1.08 0.38 Class2
1.923 0.04 Class2
1.428 0.2 Class2
1.45 0.91 Class2
1.545 0.27 Class2
1.943 0.69 Class2
1.524 0.82 Class2
1.545 0.11 Class2
1.825 0.72 Class2
1.893 0.3 Class2
1.552 0.31 Class2
1.511 0.94 Class2
1.654 0.27 Class2
1.695 0.16 Class2
1.655 0.95 Class2
1.866 0.88 Class2
1.732 0.13 Class2
1.925 0.34 Class2
1.497 0.74 Class2
1.532 0.39 Class2
1.752 0.48 Class2
1.029 0.8 Class2
1.769 0.07 Class2
1.733 0.71 Class2
1.061 0.67 Class2
1.058 0.45 Class2
1.773 0.97 Class2
1.079 0.77 Class2
1.87 0.97 Class2
1.384 0.16 Class2
1.502 0.3 Class2
1.259 0.59 Class2
1.404 0.06 Class2
1.955 0.4 Class2
1.901 0.21 Class2
1.612 0.09 Class2
1.186 0.5 Class2
1.541 0.08 Class2
1.279 0.7 Class2
1.177 0.59 Class2
1.538 0.97 Class2
1.09 0.98 Class2
1.897 0.42 Class2
1.109 0.75 Class2
1.05 0.16 Class2
1.468 0.52 Class2
1.355 0.38 Class2
1.886 0.45 Class2
1.219 0.44 Class2
1.403 0.71 Class2
1.108 0.34 Class2
1.814 0.85 Class2
1.056 0.97 Class2
1.264 0.27 Class2
1.435 0.01 Class2
1.491 0.17 Class2
1.799 0.79 Class2
1.619 0.52 Class2
1.207 0.28 Class2
1.692 0.98 Class2
1.95 0.2 Class2
1.343 0.74 Class2
1.738 0.1 Class2
1.73 0.81 Class2
1.618 0.09 Class2
1.852 0.84 Class2
1.3 0.47 Class2
1.481 0.2 Class2
1.164 0.24 Class2
1.929 0.92 Class2
1.151 0.84 Class2
1.32 0.05 Class2
1.662 0.3 Class2
1.721 0.56 Class2
1.755 0.36 Class2
1.247 0.94 Class2
1.747 0.42 Class2
1.758 0.91 Class2
1.995 0.07 Class2
1.116 0.96 Class2
1.242 0.45 Class2
1.649 0.35 Class2
1.154 0.65 Class2
1.866 0.33 Class2
1.313 0.42 Class2
1.357 0.97 Class2
1.344 0.76 Class2
1.836 0.11 Class2
1.878 0.3 Class2
1.084 0.44 Class2
1.37 0.17 Class2
1.056 0.26 Class2
1.839 0.9 Class2
1.092 0.88 Class2
1.708 0.57 Class2
1.203 0.1 Class2
1.118 0.96 Class2
1.682 0.7 Class2
1.192 0.97 Class2
1.889 0.02 Class2
1.435 0.39 Class2
1.246 0.34 Class2
1.005 0.28 Class2
1.601 0.98 Class2
1.578 0.65 Class2
1.03 0.69 Class2
1.983 0.68 Class2
1.593 0.08 Class2
1.396 0.39 Class2
1.508 0.25 Class2
1.558 0.98 Class2
1.622 0.74 Class2
1.217 0.26 Class2
1.853 0.38 Class2
1.085 0.14 Class2
1.917 0.9 Class2
1.41 0.08 Class2
1 0.98 Class2
1.922 0.72 Class2
1.25 0.56 Class2
1.304 0.12 Class2
1.306 0.06 Class2
1.541 0.51 Class2
1.113 0.44 Class2
1.371 0.61 Class2
1.302 0.8 Class2
1.464 0.64 Class2
1.453 0.46 Class2
1.766 0.51 Class2
1.117 0.74 Class2
1.422 0.23 Class2
1.895 0.44 Class2
1.732 0.13 Class2
1.285 0.91 Class2
1.68 0.61 Class2
1.15 0.67 Class2
1.143 0.94 Class2
1.943 0.45 Class2
1.674 0.56 Class2
1.2 0.71 Class2
1.147 0.42 Class2
1.008 0.48 Class2
1.834 0.12 Class2
1.441 0.77 Class2
1.619 0.55 Class2
1.214 0.42 Class2
1.604 0.51 Class2
1.142 0.09 Class2
1.216 0.86 Class2
1.326 0.42 Class2
1.22 0.2 Class2
1.757 0.76 Class2
1.458 0.63 Class2
1.654 0.52 Class2
1.698 0.01 Class2
1.78 0.21 Class2
1.305 0.41 Class2
1.596 0.01 Class2
1.214 0.42 Class2
1.606 0.61 Class2
1.682 0.52 Class2
1.292 0.14 Class2
1.397 0.73 Class2
1.069 0.64 Class2
1.8 0.86 Class2
1.23 0.81 Class2
1.236 0.78 Class2
1.489 0.94 Class2
1.657 0.25 Class2
1.016 0.21 Class2
1.463 0.92 Class2
1.07 0.61 Class2
1.765 0.02 Class2
1.112 0.2 Class2
1.908 0.14 Class2
1.868 0.79 Class2
1.259 0.71 Class2
1.734 0.7 Class2
1.909 0.62 Class2
1.361 0.72 Class2
1.558 0.02 Class2
1.72 0.83 Class2
1.775 0.97 Class2
1.966 0.52 Class2
1.917 0.65 Class2
1.349 0.96 Class2
1.402 0.4 Class2
1.15 0.76 Class2
1.446 0.68 Class2
1.368 0.39 Class2
1.62 0.87 Class2
1.729 0.66 Class2
1.992 0.43 Class2
1.55 0.52 Class2
1.048 0.78 Class2
1.037 0.04 Class2
1.887 0.29 Class2
1.647 0.45 Class2
1.2 0.24 Class2
1.837 0.79 Class2
1.045 0.59 Class2
1.28 0.26 Class2
1.786 0.9 Class2
1.393 0.86 Class2
1.562 0.97 Class2
1.256 0.23 Class2
1.254 0.97 Class2
1.105 0.69 Class2
1.287 0.06 Class2
1.844 0.34 Class2
1.42 0.44 Class2
1.474 0.14 Class2
1.613 0.32 Class2
1.076 0.12 Class2
1.752 0.7 Class2
1.561 0.22 Class2
1.841 0.57 Class2
1.339 0.04 Class2
1.591 0.47 Class2
1.878 0.09 Class2
1.04 0.69 Class2
1.96 0.08 Class2
1.529 0.8 Class2
1.78 0.91 Class2
1.185 0.96 Class2
1.159 0.15 Class2
1.388 0.5 Class2
1.373 0.6 Class2
1.115 0.15 Class2
1.644 0.47 Class2
1.826 0.28 Class2
1.106 0.86 Class2
1.41 0.05 Class2
1.388 0.68 Class2
1.636 0.08 Class2
1.095 0.81 Class2
1.175 0.75 Class2
1.301 0.73 Class2
1.482 0.4 Class2
1.602 0.8 Class2
1.534 0.17 Class2
1.927 0.79 Class2
1.543 0.42 Class2
1.825 0.35 Class2
1.2 0.73 Class2
1.914 0.44 Class2
1.826 0.41 Class2
1.262 0.76 Class2
1.584 0.11 Class2
1.665 0.49 Class2
1.419 0.1 Class2
1.275 0.11 Class2
1.864 0.35 Class2
1.969 0.63 Class2
1.194 0.64 Class2
1.12 0.71 Class2
1.546 0.83 Class2
1.937 0.66 Class2
1.354 0.32 Class2
1.315 0.99 Class2
1.216 0.05 Class2
1.479 0.9 Class2
1.16 0.65 Class2
1.989 0.77 Class2
1.492 0.54 Class2
1.145 0.38 Class2
1.733 0.12 Class2
1.386 0.43 Class2
1.889 0.81 Class2
1.927 0.2 Class2
1.446 0.2 Class2
1.151 0.56 Class2
1.616 0.2 Class2
1.896 0.98 Class2
1.47 0.6 Class2
1.404 0.27 Class2
1.785 0.67 Class2
1.269 0.38 Class2
1.621 0.38 Class2
1.949 0.21 Class2
1.354 0.2 Class2
1.14 0.65 Class2
1.498 0.74 Class2
1.983 0.43 Class2
1.451 0.5 Class2
1.771 0.54 Class2
1.386 0.12 Class2
1.547 0.03 Class2
1.89 0.92 Class2
1.282 0.96 Class2
1.756 0.01 Class2
1.298 0.89 Class2
1.138 0.87 Class2
1.595 0.07 Class2
1.846 0.01 Class2
1.812 0.51 Class2
1.867 0.71 Class2
1.845 0.25 Class2
1.052 0.5 Class2
1.057 0.87 Class2
1.213 0.47 Class2
1.537 0.96 Class2
1.829 0.86 Class2
1.883 0.67 Class2
1.123 0.25 Class2
1.486 0.7 Class2
1.093 0.98 Class2
1.455 0.36 Class2
1.903 0.25 Class2
1.512 0.62 Class2
1.144 0.92 Class2
1.583 0.44 Class2
1.691 0.26 Class2
1.669 0.67 Class2
1.27 0.3 Class2
1.971 0.39 Class2
1.864 0.41 Class2
1.748 0.29 Class2
1.463 0.33 Class2
1.062 0.27 Class2
1.991 0.92 Class2
1.938 0.6 Class2
1.523 0.12 Class2
1.42 0.88 Class2
1.26 0.49 Class2
1.341 0.8 Class2
1.987 0.43 Class2
1.732 0.29 Class2
1.882 0.1 Class2
1.275 0.57 Class2
1.197 0.22 Class2
1.399 0.82 Class2
1.274 0.1 Class2
1.834 0.69 Class2
1.237 0.17 Class2
1.89 0.57 Class2
1.186 0.24 Class2
1.633 0.22 Class2
